20.8, 143.2, 180.0
20.8, 143.2, 180.0
21.6, 143.2, 180.0
21.6, 143.2, 180.0
22.4, 144.0, 180.0
22.4, 144.0, 180.0
24.0, 144.0, 180.0
24.0, 144.0, 180.0
24.8, 144.8, 180.0
24.8, 144.8, 180.0
32.8, 144.8, 180.0
32.8, 144.8, 180.0
33.6, 144.0, 180.0
33.6, 144.0, 180.0
32.8, 144.8, 180.0
32.8, 144.8, 180.0
24.8, 144.8, 180.0
24.8, 144.8, 180.0
24.0, 144.0, 180.0
24.0, 144.0, 180.0
23.2, 144.0, 180.0
23.2, 144.0, 180.0
22.4, 143.2, 180.0
20.8, 141.6, 180.0
20.8, 141.6, 180.0
21.6, 141.6, 180.0
23.2, 113.6, 180.0
23.2, 113.6, 180.0
23.2, 120.0, 180.0
23.2, 120.0, 180.0
24.0, 120.8, 180.0
24.0, 120.8, 180.0
24.0, 122.4, 180.0
24.0, 122.4, 180.0
24.8, 123.2, 180.0
24.8, 123.2, 180.0
24.8, 124.0, 180.0
24.8, 124.0, 180.0
32.0, 131.2, 180.0
32.0, 131.2, 180.0
33.6, 131.2, 180.0
33.6, 131.2, 180.0
33.6, 125.6, 180.0
33.6, 125.6, 180.0
34.4, 124.8, 180.0
34.4, 124.8, 180.0
34.4, 124.0, 180.0
34.4, 124.0, 180.0
35.2, 123.2, 180.0
35.2, 123.2, 180.0
35.2, 122.4, 180.0
35.2, 122.4, 180.0
37.6, 120.0, 180.0
37.6, 120.0, 180.0
37.6, 119.2, 180.0
37.6, 119.2, 180.0
38.4, 118.4, 180.0
38.4, 118.4, 180.0
38.4, 117.6, 180.0
38.4, 117.6, 180.0
38.4, 118.4, 180.0
38.4, 118.4, 180.0
35.2, 121.6, 180.0
35.2, 121.6, 180.0
35.2, 122.4, 180.0
35.2, 122.4, 180.0
34.4, 123.2, 180.0
34.4, 123.2, 180.0
34.4, 124.8, 180.0
34.4, 124.8, 180.0
33.6, 125.6, 180.0
33.6, 125.6, 180.0
33.6, 130.4, 180.0
33.6, 130.4, 180.0
32.8, 131.2, 180.0
32.8, 131.2, 180.0
24.8, 123.2, 180.0
24.8, 123.2, 180.0
24.8, 122.4, 180.0
24.8, 122.4, 180.0
24.0, 121.6, 180.0
24.0, 121.6, 180.0
24.0, 120.8, 180.0
24.0, 120.8, 180.0
23.2, 120.0, 180.0
21.6, 113.6, 180.0
21.6, 113.6, 180.0
21.6, 116.0, 180.0
21.6, 116.0, 180.0
20.8, 116.8, 180.0
20.8, 116.8, 180.0
20.8, 118.4, 180.0
20.8, 118.4, 180.0
20.0, 119.2, 180.0
20.0, 119.2, 180.0
20.0, 127.2, 180.0
20.0, 127.2, 180.0
20.8, 128.0, 180.0
20.8, 128.0, 180.0
20.8, 129.6, 180.0
20.8, 129.6, 180.0
21.6, 130.4, 180.0
21.6, 130.4, 180.0
21.6, 131.2, 180.0
21.6, 131.2, 180.0
22.4, 132.0, 180.0
22.4, 132.0, 180.0
22.4, 132.8, 180.0
22.4, 132.8, 180.0
27.2, 137.6, 180.0
27.2, 137.6, 180.0
28.0, 137.6, 180.0
28.0, 137.6, 180.0
28.8, 138.4, 180.0
28.8, 138.4, 180.0
25.6, 141.6, 180.0
25.6, 141.6, 180.0
23.2, 141.6, 180.0
23.2, 141.6, 180.0
25.6, 141.6, 180.0
25.6, 141.6, 180.0
26.4, 140.8, 180.0
26.4, 140.8, 180.0
27.2, 140.8, 180.0
27.2, 140.8, 180.0
28.8, 139.2, 180.0
28.8, 139.2, 180.0
28.8, 137.6, 180.0
28.8, 137.6, 180.0
28.0, 137.6, 180.0
28.0, 137.6, 180.0
22.4, 132.0, 180.0
22.4, 132.0, 180.0
22.4, 131.2, 180.0
22.4, 131.2, 180.0
20.8, 129.6, 180.0
20.8, 129.6, 180.0
20.8, 128.0, 180.0
20.8, 128.0, 180.0
20.0, 127.2, 180.0
20.0, 127.2, 180.0
20.0, 119.2, 180.0
20.0, 119.2, 180.0
20.8, 118.4, 180.0
20.8, 118.4, 180.0
20.8, 116.8, 180.0
20.8, 116.8, 180.0
21.6, 116.0, 180.0
68.0, 76.8, 180.0
66.4, 78.4, 180.0
65.6, 78.4, 180.0
64.8, 79.2, 180.0
64.8, 80.0, 180.0
63.2, 81.6, 180.0
64.8, 82.4, 180.0
65.6, 81.6, 180.0
68.8, 81.6, 180.0
69.6, 80.8, 180.0
72.8, 80.8, 180.0
70.4, 86.4, 180.0
70.4, 87.2, 180.0
67.2, 90.4, 180.0
67.2, 91.2, 180.0
64.8, 93.6, 180.0
64.8, 94.4, 180.0
62.4, 97.6, 180.0
60.8, 99.2, 180.0
60.8, 100.0, 180.0
59.2, 101.6, 180.0
59.2, 102.4, 180.0
57.6, 104.8, 180.0
56.0, 106.4, 180.0
56.0, 107.2, 180.0
54.4, 108.8, 180.0
54.4, 109.6, 180.0
53.6, 110.4, 180.0
52.0, 112.8, 180.0
52.0, 113.6, 180.0
50.4, 115.2, 180.0
50.4, 116.0, 180.0
49.6, 116.8, 180.0
48.0, 119.2, 180.0
48.0, 120.0, 180.0
47.2, 120.8, 180.0
